国家领袖	苏联	勃列日涅夫	20	20	22	22	['1973年/O', '6月/O', '19日/O', '，/O', '戴维营/B-MISC', '美苏/I-MISC', '高层/I-MISC', '峰会/E-MISC', '期间/O', '，/O', '理/O', '乍得/O', '·/O', '尼克松/B-PERSON', '（/O', 'Richard/B-PERSON', 'Nixon/E-PERSON', '）/O', '总统/O', '赠与/O', '苏联/B-GPE', '领导人/O', '勃列日涅夫/B-PERSON', '一/O', '辆/O', '1973年/O', '款/O', '的/O', '林肯/O', '大陆/B-GPE', 'Continental/O']
BaiduTAG	保时捷	保时捷	0	0	9	9	['保时捷/B-ORGANIZATION', 'Mission/O', 'E/O', '量产/O', '版/O', '国内/O', '谍照/O', '这/O', '是/O', '保时捷/B-ORGANIZATION', 'Mission/O', 'E/O', '量产/O', '版/O', '国内/O', '路/O', '试/O', '谍照/O', '的/O', '首/O', '次/O', '曝光/O']
中文名	雷克萨斯	雷克萨斯	0	0	4	4	['雷克萨斯/B-PERSON', '全新/O', 'LS/O', '是/O', '雷克萨斯/B-ORGANIZATION', '品牌/O', '的/O', '旗舰/O', '轿车/O', '，/O', '而/O', '全新/O', 'LC/O', '是/O', '与/O', 'LS/O', '同级/O', '别的/O', '轿跑车/O']
品牌	宝马M3	宝马M3	8	9	15	16	['正/O', '是/O', '这/O', '一/O', '测试/O', '标准/O', '加速/O', '了/O', '宝马/B-MISC', 'M3/E-MISC', 'F80/O', '的/O', '停产/O', ',/O', '现款/O', '宝马/B-ORGANIZATION', 'M3/E-ORGANIZATION', '预计/O', '将/O', '在/O', '今年/O', '5月/O', '停产/O']
公司口号	福特	福特	0	0	25	25	['福特/B-PERSON', '全/O', '顺/O', '看准/O', '轻/O', '客/O', '需要/O', '自动/O', '挡/O', '车型/O', '这个/O', '趋势/O', '，/O', '为/O', '满足/O', '更/O', '多/O', '的/O', '人/O', '的/O', '用车/O', '需求/O', '，/O', '推出/O', '了/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '车型/O']
公司口号	福特	福特	2	2	8	8	['这/O', '款/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '搭载/O', '了/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '的/O', '6AT/O', '变速箱/O', '，/O', '还/O', '搭载/O', '了/O', '福特/B-MISC', '2.0/O', '升/O', 'EcoBoostGTDi/O', '汽油/O', '发动机/O']
公司口号	福特	福特	8	8	18	18	['这/O', '款/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '搭载/O', '了/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '的/O', '6AT/O', '变速箱/O', '，/O', '还/O', '搭载/O', '了/O', '福特/B-MISC', '2.0/O', '升/O', 'EcoBoostGTDi/O', '汽油/O', '发动机/O']
公司口号	福特	福特	1	1	23	23	['而/O', '福特/B-ORGANIZATION', '全/O', '顺/O', '系列/O', '车型/O', '看准/O', '市场/O', '发展/O', '趋势/O', '，/O', '为/O', '满足/O', '更/O', '多/O', '的/O', '人/O', '的/O', '用车/O', '需求/O', '，/O', '推出/O', '了/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '车型/O']
公司口号	福特	福特	3	3	10	10	['而/O', '自动/O', '挡/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '搭载/O', '的/O', '是/O', '福特/B-MISC', '2.0/O', '升/O', 'EcoBoostGTDi/O', '汽油/O', '发动机/O', '，/O', '最/O', '大/O', '功率/O', '149kW/O', '（/O', '203/O', 'PS/O', '）/O', '，/O', '最大/O', '扭矩/O', '300/O', 'N·m/O']
公司口号	福特	福特	9	9	23	23	['根据/O', '官方/O', '公布/O', '的/O', '10月/O', '销量/O', '数据/O', '显示/O', '，/O', '福特/B-PERSON', '全/O', '顺/O', '当月/O', '销售/O', '4103/O', '辆/O', '；/O', '而/O', '今年/O', '1/O', '-/O', '10月/O', '，/O', '福特/B-ORGANIZATION', '全/O', '顺/O', '累计/O', '销售/O', '42434/O', '辆/O']
公司口号	福特	福特	7	7	23	23	['车主/O', '看重/O', '的/O', '不单单/O', '是/O', '这/O', '款/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '8.22/O', '立方米/O', '的/O', '超大/O', '装载/O', '空间/O', '，/O', '更/O', '多/O', '的/O', '是/O', '因为/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '质量/O', '可靠/O', '有/O', '保障/O']
公司口号	福特	福特	1	1	7	7	['与/O', '福特/B-PERSON', '家用/O', '乘用/O', '车/O', '一样/O', '，/O', '福特/B-ORGANIZATION', '全/O', '顺/O', '系列/O', '车型/O', '同样/O', '采用/O', '福特/O', '的/O', '全球化/O', '平台/O', '打造/O']
公司名称	索尼	索尼	4	4	17	17	['其中/O', '或许/O', '本应/O', '有/O', '索尼/B-ORGANIZATION', '的/O', '位置/O', '，/O', '但/O', '在/O', '角逐/O', '汽车/O', '市场/O', '的/O', '道路/O', '上/O', '，/O', '索尼/B-ORGANIZATION', '已经/O', '掉队/O', '了/O']
中文名	金沙江	金沙江	6	6	12	12	['5月/O', '，/O', '由/O', '伍伸俊/B-PERSON', '主掌/O', '的/O', '金沙江/B-LOCATION', '资本/O', '（/O', '请/O', '注意/O', '区别/O', '金沙江/B-LOCATION', '创投/O', '，/O', '伍伸俊/B-PERSON', '虽/O', '将/O', '朱啸虎/B-PERSON', '带入/O', '风投/O', '行业/O', '，/O', '但/O', '双方/O', '所/O', '走/O', '路径/O', '已/O', '完全/O', '不同/O', '——/O', '虽然/O', '都/O', '是/O', '在/O', '追风口/O', '）/O', '，/O', '被/O', '彭博社/B-ORGANIZATION', '报道/O', '将/O', '斥资/O', '10亿/O', '美元/O', '收购/O', 'AESC/B-MISC', '51%/O', '股权/O']
主要农产品	沃尔沃	XC60	17	17	19	20	['作为/O', '换代/O', '车型/O', '，/O', '沃尔沃/B-MISC', 'XC/I-MISC', '60/E-MISC', '被/O', '寄予/O', '厚望/O', '，/O', '同时/O', '，/O', '沃尔沃/B-ORGANIZATION', '汽车/E-ORGANIZATION', '正式/O', '宣布/O', '沃尔沃/B-ORGANIZATION', '全新/O', 'XC/B-MISC', '60/E-MISC', '开启/O', '预售/O', '，/O', '提供/O', 'T4/O', '、/O', 'T5/O', '和/O', 'T8/B-MISC', '三/O', '种/O', '动力/O', '配置/O', '，/O', '共/O', '八/O', '款/O', '车型/O']
主要农产品	沃尔沃	XC60	10	10	12	13	['畅快/O', '淋漓/O', '的/O', '驾乘/O', '享受/O', '在/O', '动力/O', '配置/O', '方面/O', '，/O', '沃尔沃/B-ORGANIZATION', '全新/O', 'XC/B-MISC', '60/E-MISC', '搭载/O', '备受/O', '赞誉/O', '的/O', 'Drive-E/O', '动力/O', '总成/O', '，/O', '提供/O', '从/O', '性价比/O', '最优/O', '的/O', 'T4/O', '发动机/O', '，/O', '同级/O', '领先/O', '的/O', 'T5/O', '发动机/O', '，/O', '到/O', '堪比超/B-ORGANIZATION', '豪华/I-ORGANIZATION', '中级/I-ORGANIZATION', 'SUV/E-ORGANIZATION', '的/O', 'T8/O', '高/O', '性能/O', '混合/O', '动力/O', '系统/O']
中文名	华晨中华	华晨中华	14	15	20	21	['而/O', '如今/O', '，/O', '在/O', '“/O', '双/O', '智/O', '驱动/O', '”/O', '战略/O', '的/O', '驱动/O', '下/O', '，/O', '华晨/B-MISC', '中华/E-MISC', '再/O', '推/O', '新车/O', '，/O', '华晨/B-ORGANIZATION', '中华/E-ORGANIZATION', 'V6/O', '应运而生/O']
公司口号	福特	福特	13	13	31	31	['销量/O', '才/O', '是/O', '硬道理/O', '根据/O', '最新/O', '出炉/O', '的/O', '10月/O', '销量/O', '数据/O', '显示/O', '，/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '当月/O', '销售/O', '1,427/O', '辆/O', '，/O', '同比/O', '增长/O', '44%/O', '；/O', '今年/O', '1/O', '-/O', '10月/O', '，/O', '福特/B-ORGANIZATION', '新/O', '全/O', '顺/O', '累计/O', '销售/O', '11,392/O', '辆/O', '，/O', '同比/O', '增长/O', '39%/O']
公司口号	福特	福特	0	0	14	14	['福特/B-ORGANIZATION', '新/O', '全/O', '顺/O', '销量/O', '传奇/O', '，/O', '实力/O', '铸就/O', '800万/O', '当/O', '1965年/O', '第一/O', '辆/O', '福特/B-PERSON', '全/O', '顺/O', '在/O', '欧洲/B-LOCATION', '下线/O', '，/O', '凭借/O', '卓越/O', '品质/O', '和/O', '优质/O', '性能/O', '，/O', '赢得/O', '了/O', '上至/O', '皇室/O', '下/O', '至/O', '平民/O', '的/O', '青睐/O']
公司口号	福特	福特	14	14	30	30	['这/O', '款/O', '全球/O', '销量/O', '第一/O', '，/O', '中国/O', '销量/O', '第一/O', '的/O', '欧/B-ORGANIZATION', '系/E-ORGANIZATION', '轻/O', '客/O', '福特/B-PERSON', '全/O', '顺/O', '，/O', '在/O', '中国/O', '城市化/O', '发展/O', '进程/O', '中/O', '做出/O', '巨大/O', '贡献/O', '，/O', '现在/O', '搭载/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '6/O', '速/O', 'AT/O', '变速箱/O', '的/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '上市/O', '，/O', '将/O', '进一步/O', '推进/O', '城市化/O', '进程/O', '的/O', '战略/O', '意义/O', '，/O', '并且/O', '给/O', '消费者/O', '带来/O', '更/O', '佳/O', '的/O', '驾乘/O', '体验/O']
公司口号	福特	福特	30	30	38	38	['这/O', '款/O', '全球/O', '销量/O', '第一/O', '，/O', '中国/O', '销量/O', '第一/O', '的/O', '欧/B-ORGANIZATION', '系/E-ORGANIZATION', '轻/O', '客/O', '福特/B-PERSON', '全/O', '顺/O', '，/O', '在/O', '中国/O', '城市化/O', '发展/O', '进程/O', '中/O', '做出/O', '巨大/O', '贡献/O', '，/O', '现在/O', '搭载/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '6/O', '速/O', 'AT/O', '变速箱/O', '的/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '上市/O', '，/O', '将/O', '进一步/O', '推进/O', '城市化/O', '进程/O', '的/O', '战略/O', '意义/O', '，/O', '并且/O', '给/O', '消费者/O', '带来/O', '更/O', '佳/O', '的/O', '驾乘/O', '体验/O']
公司口号	福特	福特	10	10	35	35	['划时代/O', '登场/O', '，/O', '引领/O', '轻/O', '客/O', '潮流/O', '在/O', '中国/O', '，/O', '福特/B-PERSON', '全/O', '顺/O', '一直/O', '扮演/O', '着/O', '领导者/O', '车型/O', '的/O', '角色/O', '，/O', '成功/O', '的/O', '背后/O', '离/O', '不/O', '开/O', '福特/O', '对/O', '中国/O', '市场/O', '的/O', '精准/O', '洞悉/O', '以及/O', '福特/B-ORGANIZATION', '全/O', '顺/O', '的/O', '非凡/O', '品质/O']
公司口号	福特	福特	8	8	19	19	['而/O', '在/O', '今年/O', '的/O', '广州/O', '车展/O', '上/O', '，/O', '福特/B-PERSON', '全/O', '顺/O', '依然/O', '不负众望/O', '，/O', '推出/O', '具有/O', '划时代/O', '意义/O', '的/O', '福特/B-ORGANIZATION', '新/O', '全/O', '顺/O', '自动/O', '挡/O']
公司口号	福特	福特	0	0	8	8	['福特/B-ORGANIZATION', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '配置/O', '的/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '6/O', '速/O', '手/O', '自/O', '一体/O', '变速箱/O', '，/O', '由/O', '俄亥俄州/O', '的/O', 'Sharonville/B-ORGANIZATION', '工厂/E-ORGANIZATION', '生产/O', '齿轮/O', '，/O', '在/O', '密歇根州/O', '的/O', 'Van/O', 'Dyke/O', '工厂/O', '进行/O', '组装/O', '，/O', '秉承/O', '福特/O', '全球/O', '一贯/O', '高/O', '品质/O', '，/O', '更/O', '广泛/O', '应用于/O', '福特/B-ORGANIZATION', '锐界/O', '，/O', '林肯/O', 'MK/O', '系列/O', '高端/O', '车型/O']
公司口号	福特	福特	1	1	20	20	['搭载/O', '福特/B-ORGANIZATION', '原装/O', '进口/O', '6/O', '速/O', '手/O', '自/O', '一体/O', '变速箱/O', '，/O', '先进/O', '的/O', '福特/O', '2.0/O', '升/O', 'EcoBoostGTDi/O', '汽油/O', '发动机/O', '的/O', '福特/B-PERSON', '新/O', '全/O', '顺/O', '自动/O', '挡/O', '，/O', '成为/O', '国内/O', '第一/O', '款/O', '真正/O', '意义/O', '的/O', '自动/O', '挡/O', '物流/O', '车/O']
BaiduTAG	欧洲	欧洲	36	36	41	41	['GT/O', '车型/O', '的/O', '设计/O', '是/O', '一/O', '种/O', '艺术/O', '在/O', '日/B-GPE', '不/O', '落/O', '时代/O', '的/O', '英国/O', '，/O', '贵族们/O', '在/O', '成年/O', '时/O', '都/O', '有/O', '一/O', '个/O', '传统/O', '：/O', '驾/O', '着/O', '马车/O', '从/O', '自己/O', '的/O', '家乡/O', '出发/O', '，/O', '纵贯/O', '欧洲/B-LOCATION', '去/O', '罗马/O', '亲身/O', '感受/O', '欧洲/B-LOCATION', '璀璨/O', '的/O', '文明/O']
简称	欧洲	欧洲	36	36	41	41	['GT/O', '车型/O', '的/O', '设计/O', '是/O', '一/O', '种/O', '艺术/O', '在/O', '日/B-GPE', '不/O', '落/O', '时代/O', '的/O', '英国/O', '，/O', '贵族们/O', '在/O', '成年/O', '时/O', '都/O', '有/O', '一/O', '个/O', '传统/O', '：/O', '驾/O', '着/O', '马车/O', '从/O', '自己/O', '的/O', '家乡/O', '出发/O', '，/O', '纵贯/O', '欧洲/B-LOCATION', '去/O', '罗马/O', '亲身/O', '感受/O', '欧洲/B-LOCATION', '璀璨/O', '的/O', '文明/O']
